FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,MM/DD/YY h:mm:ss.nnnnnnnnn
StartTime,01/20/23 09:22:35.531249984
TimeFormat,Standard

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
56803:ch1,Timeseries,32Hz,,,,,,
56803:ch2,Timeseries,32Hz,,,,,,
56803:ch3,Timeseries,32Hz,,,,,,

DATA_START
Time,56803:ch1,56803:ch2,56803:ch3
01/20/23 09:22:36.906249984,-0.1514842515025521,-0.2379347449314082,-9.724351582437521
01/20/23 09:22:36.937499984,-0.1441837570309872,-0.2394432469591266,-9.72375960109639
01/20/23 09:22:36.968749984,-0.1519405324070249,-0.2392923967563547,-9.727755475149024
01/20/23 09:22:36.999999984,-0.1460088806488784,-0.2379347449314082,-9.72375960109639
01/20/23 09:22:37.031249984,-0.1496591278846608,-0.2392923967563547,-9.719171745702624
01/20/23 09:22:37.062499984,-0.1493549406150123,-0.2397449473646702,-9.720059717714321
01/20/23 09:22:37.093749984,-0.1476819106319454,-0.238990696350811,-9.721243680396583
01/20/23 09:22:37.124999984,-0.148594472440891,-0.2401974979729857,-9.725091559113935
01/20/23 09:22:37.156249984,-0.1484423788060667,-0.2394432469591266,-9.725535545119783
01/20/23 09:22:37.187499984,-0.1481381915364182,-0.238990696350811,-9.727459484478459
01/20/23 09:22:37.218749984,-0.1493549406150123,-0.2391415465535829,-9.723167619755259
01/20/23 09:22:37.249999984,-0.1493549406150123,-0.2401974979729857,-9.721687666402431
01/20/23 09:22:37.281249984,-0.1499633151543094,-0.2398957975674421,-9.726127526460914
01/20/23 09:22:37.312499984,-0.1475298169971211,-0.2397449473646702,-9.725683540455066
01/20/23 09:22:37.343749984,-0.1487465660757152,-0.2385381457424955,-9.725831535790348
01/20/23 09:22:37.374999984,-0.1478340042667696,-0.2412534493923886,-9.722871629084693
01/20/23 09:22:37.406249984,-0.1478340042667696,-0.2414042995951604,-9.721687666402431
01/20/23 09:22:37.437499984,-0.1482902851712424,-0.2395940971618984,-9.723611605761107
01/20/23 09:22:37.468749984,-0.1466172551881755,-0.2397449473646702,-9.725091559113935
01/20/23 09:22:37.499999984,-0.1473777233622968,-0.2391415465535829,-9.721539671067148
01/20/23 09:22:37.531249984,-0.1488986597105395,-0.23808559513418,-9.723907596431673
01/20/23 09:22:37.562499984,-0.1490507533453638,-0.2394432469591266,-9.720947689726017
01/20/23 09:22:37.593749984,-0.1490507533453638,-0.2409517489868449,-9.724499577772804
01/20/23 09:22:37.624999984,-0.148594472440891,-0.2394432469591266,-9.723167619755259
01/20/23 09:22:37.656249984,-0.1487465660757152,-0.2397449473646702,-9.721835661737714
01/20/23 09:22:37.687499984,-0.1488986597105395,-0.2392923967563547,-9.724055591766955
01/20/23 09:22:37.718749984,-0.1490507533453638,-0.238990696350811,-9.721983657072997
01/20/23 09:22:37.749999984,-0.1488986597105395,-0.2411025991896167,-9.720207713049604
01/20/23 09:22:37.781249984,-0.1482902851712424,-0.2398957975674421,-9.726571512466762
01/20/23 09:22:37.812499984,-0.1484423788060667,-0.2400466477702139,-9.723611605761107
01/20/23 09:22:37.843749984,-0.1478340042667696,-0.2403483481757576,-9.723019624419976
01/20/23 09:22:37.874999984,-0.1488986597105395,-0.2406500485813012,-9.723463610425824
01/20/23 09:22:37.906249984,-0.1476819106319454,-0.2415551497979322,-9.722871629084693
01/20/23 09:22:37.937499984,-0.1478340042667696,-0.2403483481757576,-9.722427643078845
01/20/23 09:22:37.968749984,-0.149202846980188,-0.2400466477702139,-9.722723633749411
01/20/23 09:22:37.999999984,-0.1487465660757152,-0.2385381457424955,-9.723463610425824
01/20/23 09:22:38.031249984,-0.1484423788060667,-0.2397449473646702,-9.724055591766955
01/20/23 09:22:38.062499984,-0.1481381915364182,-0.238990696350811,-9.724943563778652
01/20/23 09:22:38.093749984,-0.1482902851712424,-0.238990696350811,-9.720355708384886
01/20/23 09:22:38.124999984,-0.1479860979015939,-0.2400466477702139,-9.722279647743562
01/20/23 09:22:38.156249984,-0.1487465660757152,-0.2400466477702139,-9.723611605761107
01/20/23 09:22:38.187499984,-0.1479860979015939,-0.238990696350811,-9.724351582437521
01/20/23 09:22:38.218749984,-0.1496591278846608,-0.2397449473646702,-9.723907596431673
01/20/23 09:22:38.249999984,-0.146921442457824,-0.2398957975674421,-9.719615731708473
01/20/23 09:22:38.281249984,-0.1482902851712424,-0.2383872955397237,-9.721243680396583
01/20/23 09:22:38.312499984,-0.1479860979015939,-0.2406500485813012,-9.724055591766955
01/20/23 09:22:38.343749984,-0.149202846980188,-0.2395940971618984,-9.724795568443369
01/20/23 09:22:38.374999984,-0.1472256297274726,-0.2400466477702139,-9.720799694390735
01/20/23 09:22:38.406249984,-0.1481381915364182,-0.2409517489868449,-9.71946773637319
01/20/23 09:22:38.437499984,-0.1479860979015939,-0.2404991983785294,-9.720503703720169
01/20/23 09:22:38.468749984,-0.1481381915364182,-0.2391415465535829,-9.723019624419976
01/20/23 09:22:38.499999984,-0.1482902851712424,-0.2401974979729857,-9.722723633749411
01/20/23 09:22:38.531249984,-0.149202846980188,-0.2408008987840731,-9.723611605761107
01/20/23 09:22:38.562499984,-0.1473777233622968,-0.2401974979729857,-9.720799694390735
01/20/23 09:22:38.593749984,-0.1482902851712424,-0.2392923967563547,-9.721687666402431
01/20/23 09:22:38.624999984,-0.1476819106319454,-0.2408008987840731,-9.723463610425824
01/20/23 09:22:38.656249984,-0.1475298169971211,-0.2367279433092335,-9.724203587102238
01/20/23 09:22:38.687499984,-0.1466172551881755,-0.2404991983785294,-9.72375960109639
01/20/23 09:22:38.718749984,-0.149202846980188,-0.238990696350811,-9.722871629084693
01/20/23 09:22:38.749999984,-0.1479860979015939,-0.2400466477702139,-9.720355708384886
01/20/23 09:22:38.781249984,-0.1490507533453638,-0.2395940971618984,-9.723463610425824
01/20/23 09:22:38.812499984,-0.1463130679185269,-0.2388398461480392,-9.727607479813742
01/20/23 09:22:38.843749984,-0.1501154087891337,-0.2404991983785294,-9.722871629084693
01/20/23 09:22:38.874999984,-0.1479860979015939,-0.2401974979729857,-9.723907596431673
01/20/23 09:22:38.906249984,-0.1493549406150123,-0.2392923967563547,-9.723611605761107
01/20/23 09:22:38.937499984,-0.1484423788060667,-0.2394432469591266,-9.722131652408279
01/20/23 09:22:38.968749984,-0.148594472440891,-0.2401974979729857,-9.7253875497845
01/20/23 09:22:38.999999984,-0.1499633151543094,-0.2400466477702139,-9.724647573108086
01/20/23 09:22:39.031249984,-0.1460088806488784,-0.2415551497979322,-9.72375960109639
01/20/23 09:22:39.062499984,-0.1496591278846608,-0.2391415465535829,-9.720947689726017
01/20/23 09:22:39.093749984,-0.1481381915364182,-0.2404991983785294,-9.721539671067148
01/20/23 09:22:39.124999984,-0.1479860979015939,-0.2414042995951604,-9.721835661737714
01/20/23 09:22:39.156249984,-0.1496591278846608,-0.23808559513418,-9.724351582437521
01/20/23 09:22:39.187499984,-0.1484423788060667,-0.2408008987840731,-9.724055591766955
01/20/23 09:22:39.218749984,-0.1478340042667696,-0.2401974979729857,-9.724203587102238
01/20/23 09:22:39.249999984,-0.148594472440891,-0.2397449473646702,-9.722279647743562
01/20/23 09:22:39.281249984,-0.148594472440891,-0.2420077004062477,-9.722871629084693
01/20/23 09:22:39.312499984,-0.1482902851712424,-0.2397449473646702,-9.721243680396583
01/20/23 09:22:39.343749984,-0.1488986597105395,-0.2379347449314082,-9.725831535790348
01/20/23 09:22:39.374999984,-0.1478340042667696,-0.2408008987840731,-9.721835661737714
01/20/23 09:22:39.406249984,-0.1467693488229997,-0.2376330445258645,-9.721687666402431
01/20/23 09:22:39.437499984,-0.1478340042667696,-0.2376330445258645,-9.721835661737714
01/20/23 09:22:39.468749984,-0.1484423788060667,-0.2404991983785294,-9.721835661737714
01/20/23 09:22:39.499999984,-0.1473777233622968,-0.2386889959452674,-9.724647573108086
01/20/23 09:22:39.531249984,-0.1479860979015939,-0.2415551497979322,-9.723611605761107
01/20/23 09:22:39.562499984,-0.1482902851712424,-0.2412534493923886,-9.723463610425824
01/20/23 09:22:39.593749984,-0.1493549406150123,-0.2394432469591266,-9.722131652408279
01/20/23 09:22:39.624999984,-0.1478340042667696,-0.2412534493923886,-9.724055591766955
01/20/23 09:22:39.656249984,-0.1482902851712424,-0.2412534493923886,-9.721539671067148
01/20/23 09:22:39.687499984,-0.1490507533453638,-0.2395940971618984,-9.724647573108086
01/20/23 09:22:39.718749984,-0.1479860979015939,-0.2424602510145633,-9.72375960109639
01/20/23 09:22:39.749999984,-0.1484423788060667,-0.2383872955397237,-9.721687666402431
01/20/23 09:22:39.781249984,-0.148594472440891,-0.2379347449314082,-9.720503703720169
01/20/23 09:22:39.812499984,-0.1488986597105395,-0.2409517489868449,-9.721539671067148
01/20/23 09:22:39.843749984,-0.148594472440891,-0.2397449473646702,-9.72701549847261
01/20/23 09:22:39.874999984,-0.1482902851712424,-0.2392923967563547,-9.722575638414128
01/20/23 09:22:39.906249984,-0.1487465660757152,-0.2403483481757576,-9.721539671067148
01/20/23 09:22:39.937499984,-0.148594472440891,-0.2383872955397237,-9.721983657072997
01/20/23 09:22:39.968749984,-0.1488986597105395,-0.2382364453369519,-9.723315615090542
01/20/23 09:22:39.999999984,-0.148594472440891,-0.2403483481757576,-9.725831535790348
01/20/23 09:22:40.031249984,-0.1487465660757152,-0.2388398461480392,-9.723611605761107
01/20/23 09:22:40.062499984,-0.1496591278846608,-0.238990696350811,-9.723463610425824
01/20/23 09:22:40.093749984,-0.1493549406150123,-0.2391415465535829,-9.720799694390735
01/20/23 09:22:40.124999984,-0.1479860979015939,-0.2385381457424955,-9.720651699055452
01/20/23 09:22:40.156249984,-0.1475298169971211,-0.2395940971618984,-9.7210956850613
01/20/23 09:22:40.187499984,-0.1488986597105395,-0.2394432469591266,-9.727755475149024
01/20/23 09:22:40.218749984,-0.1498112215194851,-0.2388398461480392,-9.72375960109639
01/20/23 09:22:40.249999984,-0.1479860979015939,-0.238990696350811,-9.720059717714321
01/20/23 09:22:40.281249984,-0.1476819106319454,-0.2395940971618984,-9.720651699055452
01/20/23 09:22:40.312499984,-0.1490507533453638,-0.2392923967563547,-9.722871629084693
01/20/23 09:22:40.343749984,-0.1478340042667696,-0.2414042995951604,-9.725535545119783
01/20/23 09:22:40.374999984,-0.1490507533453638,-0.2400466477702139,-9.722279647743562
01/20/23 09:22:40.406249984,-0.1478340042667696,-0.2395940971618984,-9.722871629084693
01/20/23 09:22:40.437499984,-0.1479860979015939,-0.2394432469591266,-9.722131652408279
01/20/23 09:22:40.468749984,-0.1499633151543094,-0.2406500485813012,-9.719023750367342
01/20/23 09:22:40.499999984,-0.1482902851712424,-0.2404991983785294,-9.723907596431673
01/20/23 09:22:40.531249984,-0.148594472440891,-0.238990696350811,-9.723315615090542
01/20/23 09:22:40.562499984,-0.1482902851712424,-0.2408008987840731,-9.720651699055452
01/20/23 09:22:40.593749984,-0.1490507533453638,-0.2386889959452674,-9.723611605761107
01/20/23 09:22:40.624999984,-0.1473777233622968,-0.2394432469591266,-9.720799694390735
01/20/23 09:22:40.656249984,-0.148594472440891,-0.2394432469591266,-9.721687666402431
01/20/23 09:22:40.687499984,-0.148594472440891,-0.238990696350811,-9.718135778355645
01/20/23 09:22:40.718749984,-0.1502675024239579,-0.2394432469591266,-9.723463610425824
01/20/23 09:22:40.749999984,-0.1479860979015939,-0.2388398461480392,-9.724943563778652
01/20/23 09:22:40.781249984,-0.1501154087891337,-0.238990696350811,-9.723167619755259
01/20/23 09:22:40.812499984,-0.1464651615533512,-0.238990696350811,-9.719615731708473
01/20/23 09:22:40.843749984,-0.1475298169971211,-0.2377838947286364,-9.725979531125631
01/20/23 09:22:40.874999984,-0.1522447196766734,-0.2394432469591266,-9.721835661737714
01/20/23 09:22:40.906249984,-0.1479860979015939,-0.2388398461480392,-9.726719507802045
01/20/23 09:22:40.937499984,-0.1467693488229997,-0.2394432469591266,-9.721391675731866
01/20/23 09:22:40.968749984,-0.1458567870140541,-0.2408008987840731,-9.717543797014514
01/20/23 09:22:40.999999984,-0.1513321578677278,-0.2379347449314082,-9.724203587102238
01/20/23 09:22:41.031249984,-0.1481381915364182,-0.2408008987840731,-9.729235428501852
01/20/23 09:22:41.062499984,-0.1457046933792299,-0.2406500485813012,-9.719319741037907
01/20/23 09:22:41.093749984,-0.1478340042667696,-0.2394432469591266,-9.713695918297162
01/20/23 09:22:41.124999984,-0.1482902851712424,-0.2403483481757576,-9.722575638414128
01/20/23 09:22:41.156249984,-0.1495070342498366,-0.2400466477702139,-9.721687666402431
01/20/23 09:22:41.187499984,-0.1461609742837027,-0.2406500485813012,-9.723019624419976
01/20/23 09:22:41.218749984,-0.1461609742837027,-0.2408008987840731,-9.721983657072997
01/20/23 09:22:41.249999984,-0.149202846980188,-0.2406500485813012,-9.720355708384886
01/20/23 09:22:41.281249984,-0.148594472440891,-0.2404991983785294,-9.725979531125631
01/20/23 09:22:41.312499984,-0.1493549406150123,-0.2394432469591266,-9.722871629084693
01/20/23 09:22:41.343749984,-0.1460088806488784,-0.2403483481757576,-9.722723633749411
01/20/23 09:22:41.374999984,-0.149202846980188,-0.2386889959452674,-9.725831535790348
01/20/23 09:22:41.406249984,-0.1475298169971211,-0.2392923967563547,-9.718727759696776
01/20/23 09:22:41.437499984,-0.1499633151543094,-0.2394432469591266,-9.721391675731866
01/20/23 09:22:41.468749984,-0.1472256297274726,-0.2385381457424955,-9.724203587102238
01/20/23 09:22:41.499999984,-0.1502675024239579,-0.2401974979729857,-9.726571512466762
01/20/23 09:22:41.531249984,-0.1476819106319454,-0.2383872955397237,-9.718875755032059
01/20/23 09:22:41.562499984,-0.1472256297274726,-0.2395940971618984,-9.7210956850613
01/20/23 09:22:41.593749984,-0.1481381915364182,-0.2385381457424955,-9.71946773637319
01/20/23 09:22:41.624999984,-0.1501154087891337,-0.2398957975674421,-9.722575638414128
01/20/23 09:22:41.656249984,-0.1475298169971211,-0.2395940971618984,-9.725239554449217
01/20/23 09:22:41.687499984,-0.1470735360926483,-0.2400466477702139,-9.716063843661686
01/20/23 09:22:41.718749984,-0.1501154087891337,-0.2383872955397237,-9.719171745702624
01/20/23 09:22:41.749999984,-0.1488986597105395,-0.2408008987840731,-9.71783978768508
01/20/23 09:22:41.781249984,-0.1470735360926483,-0.2401974979729857,-9.723611605761107
01/20/23 09:22:41.812499984,-0.1479860979015939,-0.2409517489868449,-9.723463610425824
01/20/23 09:22:41.843749984,-0.1495070342498366,-0.2376330445258645,-9.717099811008666
01/20/23 09:22:41.874999984,-0.1481381915364182,-0.2404991983785294,-9.717691792349797
01/20/23 09:22:41.906249984,-0.1455525997444056,-0.2394432469591266,-9.728939437831286
01/20/23 09:22:41.937499984,-0.153157281485619,-0.2395940971618984,-9.721243680396583
01/20/23 09:22:41.968749984,-0.1484423788060667,-0.2373313441203209,-9.717543797014514
01/20/23 09:22:41.999999984,-0.1484423788060667,-0.2400466477702139,-9.723315615090542
01/20/23 09:22:42.031249984,-0.1452484124747571,-0.2391415465535829,-9.721835661737714
01/20/23 09:22:42.062499984,-0.1527010005811462,-0.2395940971618984,-9.719763727043755
01/20/23 09:22:42.093749984,-0.148594472440891,-0.2395940971618984,-9.723463610425824
01/20/23 09:22:42.124999984,-0.1454005061095813,-0.2397449473646702,-9.72701549847261
01/20/23 09:22:42.156249984,-0.1472256297274726,-0.2391415465535829,-9.713991908967728
01/20/23 09:22:42.187499984,-0.150875876963255,-0.238990696350811,-9.715915848326404
01/20/23 09:22:42.218749984,-0.1470735360926483,-0.2404991983785294,-9.72805146581959
01/20/23 09:22:42.249999984,-0.1482902851712424,-0.2404991983785294,-9.727755475149024
01/20/23 09:22:42.281249984,-0.1490507533453638,-0.2388398461480392,-9.714435894973576
01/20/23 09:22:42.312499984,-0.1476819106319454,-0.2409517489868449,-9.721539671067148
01/20/23 09:22:42.343749984,-0.1472256297274726,-0.2412534493923886,-9.727607479813742
01/20/23 09:22:42.374999984,-0.1493549406150123,-0.2385381457424955,-9.71946773637319
01/20/23 09:22:42.406249984,-0.1461609742837027,-0.2408008987840731,-9.719319741037907
01/20/23 09:22:42.437499984,-0.149202846980188,-0.2398957975674421,-9.725831535790348
01/20/23 09:22:42.468749984,-0.1493549406150123,-0.2411025991896167,-9.720799694390735
01/20/23 09:22:42.499999984,-0.1511800642329035,-0.2404991983785294,-9.719023750367342
01/20/23 09:22:42.531249984,-0.1478340042667696,-0.2397449473646702,-9.724351582437521
01/20/23 09:22:42.562499984,-0.1478340042667696,-0.2426111012173351,-9.722427643078845
01/20/23 09:22:42.593749984,-0.1487465660757152,-0.2386889959452674,-9.722427643078845
01/20/23 09:22:42.624999984,-0.146921442457824,-0.2401974979729857,-9.721539671067148
01/20/23 09:22:42.656249984,-0.1478340042667696,-0.2392923967563547,-9.722131652408279
01/20/23 09:22:42.687499984,-0.1467693488229997,-0.2395940971618984,-9.721391675731866
01/20/23 09:22:42.718749984,-0.1519405324070249,-0.2383872955397237,-9.723907596431673
01/20/23 09:22:42.749999984,-0.1458567870140541,-0.2409517489868449,-9.723611605761107
01/20/23 09:22:42.781249984,-0.1499633151543094,-0.238990696350811,-9.71783978768508
01/20/23 09:22:42.812499984,-0.1454005061095813,-0.2394432469591266,-9.719911722379038
01/20/23 09:22:42.843749984,-0.1502675024239579,-0.2415551497979322,-9.727903470484307
01/20/23 09:22:42.874999984,-0.1467693488229997,-0.2403483481757576,-9.727459484478459
01/20/23 09:22:42.906249984,-0.1476819106319454,-0.2404991983785294,-9.718135778355645
01/20/23 09:22:42.937499984,-0.1495070342498366,-0.2414042995951604,-9.71783978768508
01/20/23 09:22:42.968749984,-0.1470735360926483,-0.2401974979729857,-9.722575638414128
01/20/23 09:22:42.999999984,-0.1495070342498366,-0.2394432469591266,-9.726867503137328
01/20/23 09:22:43.031249984,-0.1499633151543094,-0.2400466477702139,-9.722131652408279
01/20/23 09:22:43.062499984,-0.1473777233622968,-0.2401974979729857,-9.724055591766955
01/20/23 09:22:43.093749984,-0.1484423788060667,-0.2395940971618984,-9.722871629084693
01/20/23 09:22:43.124999984,-0.1488986597105395,-0.2404991983785294,-9.720207713049604
01/20/23 09:22:43.156249984,-0.1482902851712424,-0.2395940971618984,-9.725239554449217
01/20/23 09:22:43.187499984,-0.1473777233622968,-0.2386889959452674,-9.719171745702624
01/20/23 09:22:43.218749984,-0.1476819106319454,-0.2391415465535829,-9.71946773637319
01/20/23 09:22:43.249999984,-0.149202846980188,-0.2386889959452674,-9.723167619755259
01/20/23 09:22:43.281249984,-0.1479860979015939,-0.2406500485813012,-9.723463610425824
01/20/23 09:22:43.312499984,-0.1490507533453638,-0.2397449473646702,-9.721539671067148
01/20/23 09:22:43.343749984,-0.1454005061095813,-0.2401974979729857,-9.718875755032059
01/20/23 09:22:43.374999984,-0.1490507533453638,-0.2401974979729857,-9.723315615090542
01/20/23 09:22:43.406249984,-0.149202846980188,-0.2398957975674421,-9.723611605761107
01/20/23 09:22:43.437499984,-0.1493549406150123,-0.2394432469591266,-9.720207713049604
01/20/23 09:22:43.468749984,-0.146921442457824,-0.2397449473646702,-9.722427643078845
01/20/23 09:22:43.499999984,-0.146921442457824,-0.2385381457424955,-9.721243680396583
01/20/23 09:22:43.531249984,-0.1511800642329035,-0.2403483481757576,-9.719615731708473
01/20/23 09:22:43.562499984,-0.1478340042667696,-0.2408008987840731,-9.722871629084693
01/20/23 09:22:43.593749984,-0.1487465660757152,-0.2395940971618984,-9.722575638414128
01/20/23 09:22:43.624999984,-0.1482902851712424,-0.2395940971618984,-9.7210956850613
01/20/23 09:22:43.656249984,-0.1504195960587822,-0.2401974979729857,-9.71946773637319
01/20/23 09:22:43.687499984,-0.1475298169971211,-0.2400466477702139,-9.71946773637319
01/20/23 09:22:43.718749984,-0.1473777233622968,-0.2392923967563547,-9.726867503137328
01/20/23 09:22:43.749999984,-0.1495070342498366,-0.2412534493923886,-9.721391675731866
01/20/23 09:22:43.781249984,-0.1475298169971211,-0.2386889959452674,-9.720059717714321
01/20/23 09:22:43.812499984,-0.1487465660757152,-0.2392923967563547,-9.720503703720169
01/20/23 09:22:43.843749984,-0.1472256297274726,-0.2392923967563547,-9.722131652408279
01/20/23 09:22:43.874999984,-0.1495070342498366,-0.2385381457424955,-9.722723633749411
01/20/23 09:22:43.906249984,-0.146921442457824,-0.2406500485813012,-9.727903470484307
01/20/23 09:22:43.937499984,-0.1470735360926483,-0.238990696350811,-9.722575638414128
01/20/23 09:22:43.968749984,-0.1490507533453638,-0.2377838947286364,-9.717987783020362
01/20/23 09:22:43.999999984,-0.1460088806488784,-0.2406500485813012,-9.716211838996969
01/20/23 09:22:44.031249984,-0.1481381915364182,-0.2383872955397237,-9.73130736319581
01/20/23 09:22:44.062499984,-0.1472256297274726,-0.2391415465535829,-9.725239554449217
01/20/23 09:22:44.093749984,-0.1517884387722006,-0.2385381457424955,-9.721687666402431
01/20/23 09:22:44.124999984,-0.1467693488229997,-0.2391415465535829,-9.717247806343948
01/20/23 09:22:44.156249984,-0.1498112215194851,-0.2397449473646702,-9.727163493807893
01/20/23 09:22:44.187499984,-0.146921442457824,-0.2391415465535829,-9.721835661737714
01/20/23 09:22:44.218749984,-0.1504195960587822,-0.2383872955397237,-9.720947689726017
01/20/23 09:22:44.249999984,-0.1479860979015939,-0.238990696350811,-9.720059717714321
01/20/23 09:22:44.281249984,-0.1505716896936065,-0.2409517489868449,-9.719023750367342
01/20/23 09:22:44.312499984,-0.1479860979015939,-0.2409517489868449,-9.722575638414128
01/20/23 09:22:44.343749984,-0.1470735360926483,-0.2412534493923886,-9.719023750367342
01/20/23 09:22:44.374999984,-0.148594472440891,-0.2386889959452674,-9.724795568443369
01/20/23 09:22:44.406249984,-0.1479860979015939,-0.2398957975674421,-9.720207713049604
01/20/23 09:22:44.437499984,-0.1473777233622968,-0.2386889959452674,-9.724499577772804
01/20/23 09:22:44.468749984,-0.146921442457824,-0.2391415465535829,-9.721983657072997
01/20/23 09:22:44.499999984,-0.1487465660757152,-0.2383872955397237,-9.718727759696776
01/20/23 09:22:44.531249984,-0.1458567870140541,-0.2377838947286364,-9.725091559113935
01/20/23 09:22:44.562499984,-0.1495070342498366,-0.238990696350811,-9.725535545119783
01/20/23 09:22:44.593749984,-0.1501154087891337,-0.2408008987840731,-9.715915848326404
01/20/23 09:22:44.624999984,-0.1473777233622968,-0.2374821943230927,-9.723611605761107
01/20/23 09:22:44.656249984,-0.1493549406150123,-0.2383872955397237,-9.721687666402431
01/20/23 09:22:44.687499984,-0.1478340042667696,-0.2409517489868449,-9.72375960109639
01/20/23 09:22:44.718749984,-0.1482902851712424,-0.2374821943230927,-9.723315615090542
01/20/23 09:22:44.749999984,-0.1501154087891337,-0.2408008987840731,-9.721983657072997
01/20/23 09:22:44.781249984,-0.1461609742837027,-0.2418568502034759,-9.717987783020362
01/20/23 09:22:44.812499984,-0.1482902851712424,-0.2370296437147772,-9.721539671067148
01/20/23 09:22:44.843749984,-0.1498112215194851,-0.2417060000007041,-9.716211838996969
